contigName	contigLen	totalAvgDepth	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam-var
k127_5243	1860	4.01111	0	0	1.1848	0.706624	0	0	0.516374	0.277961	0.0760234	0.0702881	0.339766	0.402334	0.317544	0.31865	0.74152	0.831906	0.835088	0.880929
k127_8723	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_3493	614	4.94612	0.0668103	0.0624813	2.06466	1.50337	0.857759	2.26914	0.482759	0.734043	0	0	0.997845	2.96976	0	0	0	0	0.476293	0.694902
k127_41	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_1776	591	1.20862	0	0	0	0	0	0	0.235828	0.180625	0	0	0	0	0.231293	0.178201	0	0	0.741497	0.528479
k127_5244	367	3.14747	0	0	1.92627	0.0686124	0	0	0	0	0	0	0	0	0	0	1.2212	0.173067	0	0
k127_8724	344	1.67526	0	0	0	0	0.876289	0.108969	0	0	0	0	0	0	0	0	0.798969	0.161449	0	0
k127_1777	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_6980	815	2.59399	0.974436	1.28398	0.903759	0.638316	0	0	0.0481203	0.0458737	0	0	0	0	0	0	0.667669	0.704142	0	0
k127_3494	529	3.18206	0	0	0.575198	0.244993	0	0	0	0	0	0	0	0	0.794195	0.163882	1.19261	0.155923	0.620053	0.236211
k127_5245	409	0.934363	0	0	0	0	0.934363	0.99955	0	0	0	0	0	0	0	0	0	0	0	0
k127_1778	306	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_42	610	2.41522	0	0	1.92391	2.69354	0.491304	0.25047	0	0	0	0	0	0	0	0	0	0	0	0
k127_8725	507	1.63585	0.537815	0.249269	0	0	1.09804	0.785304	0	0	0	0	0	0	0	0	0	0	0	0
k127_1779	314	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_5246	362	2.06604	0	0	1.18868	0.485558	0	0	0	0	0.877358	0.989629	0	0	0	0	0	0	0	0
k127_3495	433	1.34629	0	0	0	0	0	0	1.34629	0.227176	0	0	0	0	0	0	0	0	0	0
k127_6982	493	2.20408	1.30321	0.861012	0.51895	0.250371	0	0	0	0	0	0	0	0	0	0	0	0	0.381924	0.236749
k127_8726	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_43	430	2.05714	0	0	0	0	0	0	0.807143	0.156221	0	0	0	0	0	0	0	0	1.25	0.188172
k127_3496	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5247	439	1.30104	0	0	1.30104	0.537532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1780	609	0.984749	0	0	0	0	0.492375	0.250487	0	0	0.492375	0.250487	0	0	0	0	0	0	0	0
k127_8727	417	3.90637	0	0	0	0	0.779026	0.172791	0	0	0	0	1.84644	0.130467	0	0	1.2809	0.202754	0	0
k127_44	431	2.56228	0	0	0.661922	0.22458	0.686833	0.215862	0	0	0	0	0.434164	0.246544	0	0	0	0	0.779359	0.172573
k127_3497	380	0.982609	0	0	0	0	0.982609	0.0171636	0	0	0	0	0	0	0	0	0	0	0	0
k127_1781	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_45	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3498	441	1.27835	0	0	0	0	0	0	0	0	0	0	0	0	1.27835	0.925705	0	0	0	0
k127_5248	569	2.91169	0	0	1.22912	0.177046	0	0	0	0	0	0	0.71599	0.921535	0	0	0.539379	0.249044	0.427208	0.245288
k127_6983	941	3.24273	0	0	0.509482	0.250229	0.632111	0.232843	0	0	0.782554	0.170379	0.725664	0.746163	0	0	0	0	0.59292	0.578384
k127_3499	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_47	410	0.869231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869231	0.114107
k127_5249	384	1.59829	0	0	1.59829	0.24137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6984	387	2.20253	0	0	0	0	0	0	0	0	0	0	1.5865	0.650329	0.616034	0.237539	0	0	0	0
k127_1782	756	1.5462	0	0	0	0	0	0	0.757426	0.508	0	0	0	0	0	0	0	0	0.788779	0.566881
k127_3500	395	3.42041	0	0	0	0	1.95102	0.0467715	0	0	0.489796	0.25092	0	0	0	0	0.979592	1.00368	0	0
k127_8728	1045	2.31508	0	0	0	0	0	0	1.13743	0.252905	0	0	0.540782	0.790006	0	0	0.636872	0.522355	0	0
k127_6985	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_1784	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_49	404	1.58268	1.58268	0.244125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5250	466	1.05063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05063	0.0482217	0	0
k127_6986	333	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k127_5251	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_50	408	0.596899	0	0	0.406977	0.242286	0	0	0	0	0.189922	0.154451	0	0	0	0	0	0	0	0
k127_8729	599	1.53898	0	0	0	0	0	0	0.501114	0.250556	0	0	0	0	1.03786	0.665974	0	0	0	0
k127_3501	640	3.13673	1.07551	0.687537	0.197959	0.159094	0	0	0	0	0	0	1.86327	1.88515	0	0	0	0	0	0
k127_1785	540	1.67692	1.34615	0.427428	0	0	0	0	0	0	0	0	0	0	0.330769	0.221929	0	0	0	0
k127_5252	343	2.77202	0	0	0	0	1.81347	0.152526	0	0	0	0	0.958549	0.0399394	0	0	0	0	0	0
k127_6987	571	1.05463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05463	0.304151
k127_3502	428	1.2446	0	0	0.618705	0.236761	0	0	0	0	0	0	0.625899	0.234995	0	0	0	0	0	0
k127_5253	402	0.880952	0	0	0.880952	0.989755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_52	494	2.95058	0	0	2.04942	1.20163	0.421512	0.244551	0.479651	0.250313	0	0	0	0	0	0	0	0	0	0
k127_5254	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1787	491	0.269795	0	0	0.269795	0.197585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8730	831	3.76799	0	0	0.71072	0.2059	0.809104	0.654685	0.763583	0.286671	0.754772	0.850071	0.568282	0.772166	0	0	0.161527	0.135637	0	0
k127_5255	267	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6988	665	1.61942	0	0	0	0	0	0	0	0	0.671845	0.220899	0.947573	0.442771	0	0	0	0	0	0
k127_53	515	2.52055	0	0	0	0	0	0	1.2	0.759341	0	0	0	0	0	0	0	0	1.32055	0.608506
k127_8731	332	1.73626	0.741758	0.192611	0	0	0	0	0	0	0	0	0.994505	0.00549451	0	0	0	0	0	0
k127_1790	390	2.69167	0	0	0	0	0	0	0	0	0.758333	0.184031	0	0	0.341667	0.568967	1.59167	0.443445	0	0
k127_5257	351	1.85572	0	0	0	0	0	0	1.85572	0.12408	0	0	0	0	0	0	0	0	0	0
k127_1791	315	3.32727	0	0	0	0	1.71515	0.204952	0	0	0	0	0	0	0	0	1.61212	0.238877	0	0
k127_6990	558	2.77941	0	0	0.906863	0.0846702	0	0	0	0	0.247549	0.186725	1.625	0.264435	0	0	0	0	0	0
k127_3503	1250	1.22091	0	0	0.102727	0.092257	0.341818	0.498159	0.507273	0.428516	0.269091	0.196858	0	0	0	0	0	0	0	0
k127_5258	531	1.43045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296588	0.209173	1.13386	0.189929
k127_54	892	1.26011	0	0	0.315364	0.216201	0	0	0.653639	0.623461	0.291105	0.206642	0	0	0	0	0	0	0	0
k127_8732	752	2.99502	0	0	0	0	0.724252	0.200044	0.5	0.250416	0	0	0.739203	0.569139	0	0	0.373754	0.23445	0.657807	0.884375
k127_6991	406	1.60547	0	0	0	0	0	0	1.60547	0.239813	0	0	0	0	0	0	0	0	0	0
k127_1792	619	1.63326	0	0	0	0	0	0	0	0	0	0	0.985075	0.305333	0	0	0	0	0.648188	0.878092
k127_55	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_5259	464	1.11465	0	0	0.458599	0.249079	0	0	0	0	0	0	0.656051	0.226369	0	0	0	0	0	0
k127_6992	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_8733	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_3506	327	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_56	303	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_5260	301	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_3507	384	1.95726	0.752137	0.187227	0.542735	0.249238	0	0	0	0	0	0	0	0	0	0	0	0	0.662393	0.224589
k127_57	383	1.21888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21888	0.171711
k127_5261	307	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_1793	720	1.95789	0	0	1.53333	1.38466	0	0	0	0	0.307018	0.213133	0	0	0.117544	0.103909	0	0	0	0
k127_6993	609	1.36166	0	0	0	0	0	0	0	0	0	0	0	0	1.36166	0.231367	0	0	0	0
k127_8734	683	1.61914	0	0	0.786116	0.168453	0	0	0	0	0	0	0.833021	0.31981	0	0	0	0	0	0
k127_58	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1794	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_5262	389	1.47699	0	0	1.47699	0.250518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3508	516	2.30328	0	0	1.24317	0.935227	0.581967	0.243948	0	0	0	0	0.478142	0.250207	0	0	0	0	0	0
k127_6995	338	0.468085	0	0	0	0	0	0	0.468085	0.250313	0	0	0	0	0	0	0	0	0	0
k127_59	316	4.74699	0	0	0.789157	0.167397	0	0	1	0	0.993976	0.00602411	0	0	0	0	0	0	1.96386	0.0350493
k127_5263	365	1.6	0	0	1	0	0.6	0.241122	0	0	0	0	0	0	0	0	0	0	0	0
k127_1795	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6996	301	2.08609	0	0	0	0	0	0	0	0	0	0	0.754967	0.186225	1.33113	0.222958	0	0	0	0
k127_3509	423	1.4359	0	0	1.4359	0.327678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_60	380	1.61739	0	0	0	0	0.913043	0.996772	0.704348	0.209151	0	0	0	0	0	0	0	0	0	0
k127_1796	350	4.995	0	0	0	0	1	0	0	0	0	0	1.995	0.00499999	1	0	0	0	1	0
k127_6997	441	2.34364	0	0	1.43299	0.246356	0	0	0	0	0.910653	0.0816447	0	0	0	0	0	0	0	0
k127_62	301	1.84768	0	0	0	0	1.84768	0.129978	0	0	0	0	0	0	0	0	0	0	0	0
k127_5264	514	2.23901	0	0	1.13736	0.300638	0.557692	0.247351	0	0	0	0	0	0	0.543956	0.248752	0	0	0	0
k127_3510	534	1.4401	0	0	1.4401	0.247056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1797	379	2.73799	0	0	1.20961	0.166398	0	0	0	0	0	0	0	0	0	0	0	0	1.52838	0.250287
k127_63	429	1.84588	0	0	0	0	0	0	0.501792	0.250896	0.749104	0.188623	0	0	0	0	0	0	0.594982	0.241845
k127_6998	456	1.1732	0	0	0	0	0	0	0	0	0	0	1.1732	0.143673	0	0	0	0	0	0
k127_8735	1310	3.18707	0	0	1.25	0.91415	0	0	0.34569	0.310942	0.313793	0.215513	0.371552	0.282021	0.45431	0.638124	0.451724	0.247883	0	0
k127_5267	447	2.16498	0	0	0	0	1.17508	0.144918	0	0	0	0	0	0	0	0	0	0	0.989899	0.0100328
k127_1799	321	2.64912	0	0	1.64912	0.582043	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_3512	333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_8736	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_6999	368	1.6055	0	0	0	0	0	0	1.6055	0.239969	0	0	0	0	0	0	0	0	0	0
k127_5268	336	1.47312	0	0	0	0	1	0	0	0	0	0	0.473118	0.250625	0	0	0	0	0	0
k127_64	401	1.51793	0	0	0	0	0	0	0	0	0	0	1.51793	0.250676	0	0	0	0	0	0
k127_7000	401	2.33865	0	0	0.864542	0.973576	1.4741	0.698326	0	0	0	0	0	0	0	0	0	0	0	0
k127_1800	664	3.30739	0	0	1.70623	0.449589	1.60117	0.396179	0	0	0	0	0	0	0	0	0	0	0	0
k127_7001	250	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
k127_3513	648	5.80121	0.604418	0.239578	1.59438	1.50113	0.943775	0.0531705	1.11446	0.383254	0.467871	0.249467	0	0	0	0	0.805221	0.213495	0.271084	0.197995
k127_5269	513	1.53719	0	0	0.336088	0.223749	0	0	0	0	0	0	1.2011	0.580994	0	0	0	0	0	0
k127_65	569	1.0716	0	0	0	0	0.362769	0.231721	0.193317	0.156319	0	0	0	0	0	0	0	0	0.515513	0.250356
k127_5270	223	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_3514	301	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7002	379	3.51528	1.77293	0.404351	0	0	0	0	0	0	1.74236	0.192101	0	0	0	0	0	0	0	0
k127_8737	928	1.10411	0	0	0.548843	0.247932	0	0	0.55527	0.247262	0	0	0	0	0	0	0	0	0	0
k127_1801	575	1.54118	1.14824	0.711467	0.392941	0.239101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3515	301	1.3245	0	0	0	0	0	0	0	0	0	0	1.3245	0.220662	0	0	0	0	0	0
k127_66	423	2.30037	0	0	0	0	0	0	1.65934	0.225436	0.641026	0.230959	0	0	0	0	0	0	0	0
k127_7003	326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_3516	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5271	654	1.52381	0	0	0	0	0	0	0	0	0	0	0	0	0.480159	0.250102	1.04365	0.109422	0	0
k127_7004	397	1.53036	1.53036	0.250091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_67	553	3.94789	0.523573	0.250064	1.52109	1.17555	0.868486	0.985151	0	0	0.287841	0.205499	0	0	0	0	0.746898	0.189511	0	0
k127_8738	635	1.0866	0.620619	0.235937	0	0	0	0	0	0	0	0	0	0	0	0	0.465979	0.249359	0	0
k127_1802	613	1.76026	0	0	1.06263	0.703859	0	0	0	0	0.0971922	0.0879348	0	0	0	0	0.600432	0.842166	0	0
k127_3517	542	1.49235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49235	0.250581
k127_5272	343	1.41451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41451	0.608539
k127_7005	441	1.46735	0	0	0	0	0	0	1.46735	0.249792	0	0	0	0	0	0	0	0	0	0
k127_8739	385	2.11489	0	0	0	0	1.5234	0.250519	0.591489	0.242663	0	0	0	0	0	0	0	0	0	0
k127_3518	301	0.225166	0	0	0.225166	0.175629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1803	492	1.19591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19591	0.157989
k127_5273	343	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k127_69	553	1.83623	0	0	1.22581	0.175252	0	0	0	0	0	0	0	0	0	0	0	0	0.610422	0.238399
k127_5274	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_1804	333	2.85792	0	0	0.234973	0.180748	0.590164	0.539905	0	0	0.196721	0.158891	0	0	0	0	1.83607	0.137813	0	0
k127_7006	615	8.70753	0.526882	0.249814	0	0	0.647312	0.228792	1.28172	0.293307	0	0	2.94624	0.719084	0.808602	0.965446	1.39355	0.239182	1.10323	0.989318
k127_5275	391	0.892116	0.892116	0.0966457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8740	774	1.47917	0	0	0.261218	0.193295	0	0	0.362179	0.231376	0	0	0.855769	0.40934	0	0	0	0	0	0
k127_3519	785	1.73228	0	0	0	0	0.774803	0.528071	0.198425	0.159306	0.759055	0.74154	0	0	0	0	0	0	0	0
k127_70	645	3.16364	0	0	1.02626	0.782708	0.351515	0.228415	0	0	0	0	0	0	0.349495	0.227808	0	0	1.43636	0.286935
k127_7007	332	2.04396	0	0	0	0	0	0	0	0	0	0	0	0	0.346154	0.227582	1.6978	0.212039	0	0
k127_1805	653	1.50497	0	0	0.986084	0.822513	0	0	0	0	0	0	0	0	0	0	0.449304	0.247922	0.0695825	0.0648695
k127_3520	307	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_5276	605	1.88352	0	0	0.795604	0.162977	0	0	0	0	0	0	1.08791	0.512078	0	0	0	0	0	0
k127_71	541	1.2046	0	0	0.677749	0.218964	0	0	0.419437	0.244133	0	0	0	0	0	0	0.107417	0.0961244	0	0
k127_8741	615	2.07097	0	0	0	0	0	0	0.907527	0.0841023	0	0	1.16344	0.589609	0	0	0	0	0	0
k127_7008	458	2.57468	0	0	1.28896	0.206133	0	0	0.727273	0.198993	0	0	0	0	0	0	0	0	0.558442	0.247387
k127_1806	537	1.55039	0	0	0	0	0	0	0.563307	0.246629	0	0	0	0	0	0	0	0	0.98708	0.188953
k127_3521	526	1.24468	0	0	0	0	0	0	0	0	0	0	1.24468	0.590637	0	0	0	0	0	0
k127_8742	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1807	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_7010	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5277	543	2.09669	0.13486	0.116971	0	0	0	0	0.768448	0.9488	1.19338	0.508426	0	0	0	0	0	0	0	0
k127_3523	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8743	366	2.58796	0.861111	0.120155	0	0	1.72685	0.199461	0	0	0	0	0	0	0	0	0	0	0	0
k127_5278	292	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_1808	456	2.65359	0	0	0	0	0	0	0	0	1.42484	0.64515	1.22876	0.950776	0	0	0	0	0	0
k127_72	755	1.97025	0	0	0	0	0.889256	0.989374	0	0	0	0	0.707438	0.207313	0	0	0	0	0.373554	0.234398
k127_7011	416	1.6391	0	0	0	0	0.477444	0.250432	1.16165	0.483203	0	0	0	0	0	0	0	0	0	0
k127_8744	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3524	409	1.41313	0.540541	0.249319	0.872587	0.111609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5279	483	1.14715	0	0	1.14715	0.125873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_73	458	1.12338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12338	0.108507
k127_8745	388	2.20168	0	0	0	0	0	0	0	0	0	0	0	0	2.20168	0.592064	0	0	0	0
k127_1809	581	1.17401	0	0	0.860789	0.454993	0	0	0	0	0.313225	0.215615	0	0	0	0	0	0	0	0
k127_3526	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_7012	529	1.70449	0	0	0.366755	0.232859	0	0	0	0	0.788918	0.706649	0.548813	0.248272	0	0	0	0	0	0
k127_74	347	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_3527	349	1.97487	0	0	0	0	0	0	0	0	0	0	1.97487	0.0246181	0	0	0	0	0	0
k127_7013	301	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_1810	437	0.61324	0	0	0	0	0.61324	0.238006	0	0	0	0	0	0	0	0	0	0	0	0
k127_5280	690	1.22778	0	0	0.351852	0.228477	0	0	0	0	0	0	0	0	0	0	0	0	0.875926	0.309254
k127_75	383	0.969957	0	0	0	0	0	0	0	0	0	0	0.969957	0.029266	0	0	0	0	0	0
k127_1811	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3528	404	1.35433	1.35433	0.229685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7014	415	2.35094	1.70566	0.20849	0	0	0	0	0	0	0.645283	0.22976	0	0	0	0	0	0	0	0
k127_8746	770	1.67742	0	0	0	0	0	0	0	0	0.180645	0.148252	0	0	0.712903	0.205005	0.783871	0.631722	0	0
k127_76	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5281	383	1.57082	0	0	0	0	0	0	0	0	0	0	0.759657	0.183366	0	0	0.811159	0.15384	0	0
k127_1812	343	1.97927	0	0	0	0	0	0	0	0	0.979275	0.0204016	1	0	0	0	0	0	0	0
k127_7015	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3529	384	0.944444	0	0	0	0	0	0	0	0	0	0	0	0	0.944444	0.0526943	0	0	0	0
k127_8747	375	1.52889	0	0	0	0	1.52889	0.250278	0	0	0	0	0	0	0	0	0	0	0	0
k127_78	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_3530	301	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7016	342	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
k127_8748	374	2.29911	0	0	0.232143	0.179052	0	0	0	0	0	0	0.165179	0.138513	1.90179	0.187621	0	0	0	0
k127_3531	312	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k127_5283	507	2.14846	0.633053	0.23295	0	0	0.305322	0.212696	0.288515	0.205851	0	0	0	0	0.288515	0.205851	0.633053	0.232949	0	0
k127_79	354	0.705882	0	0	0	0	0	0	0	0	0.705882	0.208635	0	0	0	0	0	0	0	0
k127_7017	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1813	732	1.24399	0	0	0	0	0	0	0	0	0.388316	0.237937	0	0	0	0	0	0	0.85567	0.196001
k127_3532	321	2.44444	0	0	0	0	0	0	0	0	0	0	0	0	1.22807	0.17709	0	0	1.21637	0.95879
k127_80	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5284	358	2.83654	0.278846	0.202062	2.35577	0.578131	0.201923	0.161929	0	0	0	0	0	0	0	0	0	0	0	0
k127_7018	425	1.44	0	0	1.44	0.247299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5285	321	2.46199	0	0	0	0	0	0	1.49708	0.251462	0	0	0.964912	0.0340558	0	0	0	0	0	0
k127_1815	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_7019	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8749	807	1.28919	0	0	0	0	0	0	0	0	0	0	0.666667	0.222563	0	0	0	0	0.622527	0.235346
k127_3534	456	1.56209	0	0	0.738562	0.19372	0	0	0.823529	0.145806	0	0	0	0	0	0	0	0	0	0
k127_1816	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_81	520	3.41351	0	0	0	0	0.548649	0.248305	0.497297	0.250669	1.28649	0.920414	0.516216	0.250414	0.564865	0.24646	0	0	0	0
k127_7020	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_5286	368	1.59633	0	0	0	0	1.59633	0.24183	0	0	0	0	0	0	0	0	0	0	0	0
k127_1817	308	1.9557	0	0	0	0	0	0	0	0	0	0	0	0	1.9557	0.0426105	0	0	0	0
k127_5287	301	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_1818	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_8751	482	1.93675	0	0	0	0	0	0	0	0	0.677711	0.219078	1.25904	0.192516	0	0	0	0	0	0
k127_5288	301	1.49669	0	0	0	0	0	0	0	0	1.49669	0.251656	0	0	0	0	0	0	0	0
k127_7022	391	1.21992	0	0	1.21992	0.172268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1819	313	1.88957	0	0	0	0	0	0	0	0	1.88957	0.0988412	0	0	0	0	0	0	0	0
k127_5289	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3536	645	1.57172	1.57172	0.318226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8753	301	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7023	561	2.0219	0.722628	0.791168	0.549878	0.248116	0	0	0	0	0	0	0	0	0.379562	0.236069	0	0	0.36983	0.233623
k127_3537	416	1.41353	0	0	0	0	0	0	0.507519	0.250887	0	0	0.906015	0.0854729	0	0	0	0	0	0
k127_5290	543	0.740458	0	0	0	0	0	0	0.483461	0.250364	0	0	0	0	0.256997	0.191437	0	0	0	0
k127_82	1151	2.8042	0	0	1.4975	0.444242	0.937063	0.547037	0	0	0.013986	0.0138041	0	0	0	0	0	0	0.355644	0.229389
k127_1820	769	1.41357	0	0	0.437803	0.24653	0	0	0	0	0.268174	0.196574	0	0	0	0	0	0	0.707593	0.754174
k127_7024	368	1.38991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38991	0.238976	0	0
k127_5291	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_8754	674	3.03626	0	0	1.15267	0.78353	0.96374	0.532143	0	0	0	0	0.572519	0.24521	0	0	0.347328	0.227124	0	0
k127_7025	301	1.58278	0	0	0	0	0	0	0	0	0.582781	0.244768	0	0	0	0	0	0	1	0
k127_83	368	0.40367	0	0	0	0	0	0	0	0	0	0	0	0	0.40367	0.241829	0	0	0	0
k127_3540	446	1.26351	0.486486	0.250664	0	0	0.777027	0.173843	0	0	0	0	0	0	0	0	0	0	0	0
k127_5292	485	1.65075	0	0	0	0	1.0806	0.0743234	0	0	0	0	0	0	0	0	0	0	0.570149	0.245813
