"INTERPRO2GO","SUBERR793600"
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR000813 7Fe ferredoxin;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR000883 Cytochrome c oxidase subunit I;",170
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR000883 Cytochrome c oxidase subunit I;IPR014241 Cytochrome c oxidase, subunit I bacterial type;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR001100 Pyridine nucleotide-disulphide oxidoreductase, class I;IPR006258 Dihydrolipoamide dehydrogenase;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR001100 Pyridine nucleotide-disulphide oxidoreductase, class I;IPR006324 Glutathione-disulphide reductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR001235 Blue (type 1) copper protein, plastocyanin-type;IPR002386 Amicyanin/Pseudoazurin;IPR035668 Amicyanin;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR002124 Cytochrome c oxidase, subunit Vb;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR002324 Cytochrome c, class ID;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR002325 Cytochrome f;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR002585 Cytochrome ubiquinol oxidase subunit 1;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR006443 Formate dehydrogenase-N, alpha subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR012218 Cytochrome c, Bacillus subtilis c550-related;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR012255 Electron transfer flavoprotein, beta subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR016440 Rubredoxin-oxygen oxidoreductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;GO:0009055 electron transfer activity;IPR030689 Cytochrome b;",94
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000343 Tetrapyrrole biosynthesis, glutamyl-tRNA reductase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000392 NifH/frxC family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000440 NADH:ubiquinone/plastoquinone oxidoreductase, chain 3;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000440 NADH:ubiquinone/plastoquinone oxidoreductase, chain 3;IPR023043 NAD(P)H-quinone oxidoreductase subunit 3, bacterial/plastid;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000447 FAD-dependent glycerol-3-phosphate dehydrogenase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000659 Pyridoxamine 5'-phosphate oxidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000706 N-acetyl-gamma-glutamyl-phosphate reductase, type 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000907 Lipoxygenase;IPR001246 Lipoxygenase, plant;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR000951 Phthalate dioxygenase reductase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001100 Pyridine nucleotide-disulphide oxidoreductase, class I;IPR006258 Dihydrolipoamide dehydrogenase;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001100 Pyridine nucleotide-disulphide oxidoreductase, class I;IPR006324 Glutathione-disulphide reductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001128 Cytochrome P450;",16
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001128 Cytochrome P450;IPR002397 Cytochrome P450, B-class;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;",21
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR008069 Cytochrome P450, E-class, group I, CYP2D-like;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001128 Cytochrome P450;IPR002403 Cytochrome P450, E-class, group IV;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001189 Manganese/iron superoxide dismutase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001260 Coproporphyrinogen III oxidase, aerobic;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001269 tRNA-dihydrouridine synthase;IPR004653 tRNA-dihydrouridine(20/20a) synthase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001273 Aromatic amino acid hydroxylase;IPR005960 Phenylalanine-4-hydroxylase, monomeric form;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001457 NADH:ubiquinone/plastoquinone oxidoreductase, chain 6;",13
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001557 L-lactate/malate dehydrogenase;IPR010097 Malate dehydrogenase, type 1;IPR023958 Malate dehydrogenase, type 1, bacterial;",11
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR001891 Malic oxidoreductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR002023 NADH-quinone oxidoreductase subunit E-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003170 UDP-N-acetylenolpyruvoylglucosamine reductase;",10
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003171 Methylenetetrahydrofolate reductase;IPR004620 5,10-methylenetetrahydrofolate reductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003171 Methylenetetrahydrofolate reductase;IPR004621 Eukaryotic-type methylenetetrahydrofolate reductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003451 4-hydroxy-3-methylbut-2-enyl diphosphate reductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003710 Ketopantoate reductase ApbA/PanE;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003780 COX15/CtaA family;IPR023755 Heme A synthase, type 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003821 1-deoxy-D-xylulose 5-phosphate reductoisomerase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003917 NADH:ubiquinone oxidoreductase, chain 2;",21
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003918 NADH:ubiquinone oxidoreductase;",5
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003918 NADH:ubiquinone oxidoreductase;IPR010227 NADH-quinone oxidoreductase, chain M/4;",6
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003918 NADH:ubiquinone oxidoreductase;IPR010227 NADH-quinone oxidoreductase, chain M/4;IPR022997 NADH-quinone oxidoreductase chain 4;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003945 NADH-plastoquinone oxidoreductase, chain 5;",19
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR003945 NADH-plastoquinone oxidoreductase, chain 5;IPR018393 NADH-plastoquinone oxidoreductase, chain 5 subgroup;",9
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR004434 Isocitrate dehydrogenase NAD-dependent;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR004436 Isocitrate dehydrogenase NADP-dependent, monomeric;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR004453 Epoxyqueuosine reductase QueG;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR004511 Phosphoadenosine phosphosulphate/adenosine 5'-phosphosulphate reductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR004790 Isocitrate dehydrogenase NADP-dependent;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR005288 L-aspartate oxidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR005708 Homogentisate 1,2-dioxygenase;IPR022950 Homogentisate 1,2-dioxygenase, bacterial;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR005746 Thioredoxin;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR005931 Delta-1-pyrroline-5-carboxylate dehydrogenase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR005970 Light-independent protochlorophyllide reductase, N subunit;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR005982 Thioredoxin reductase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006005 Glutamate synthase, NADH/NADPH, small subunit 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006006 Glutamate synthase, NADH/NADPH, small subunit 2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006095 Glutamate/phenylalanine/leucine/valine dehydrogenase;IPR014362 Glutamate dehydrogenase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006138 NADH-ubiquinone oxidoreductase, 20 Kd subunit;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006168 Glycerol-3-phosphate dehydrogenase, NAD-dependent;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006183 6-phosphogluconate dehydrogenase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006333 Cytochrome o ubiquinol oxidase subunit II;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006443 Formate dehydrogenase-N, alpha subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006547 Nitrate reductase, beta subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006885 NADH dehydrogenase ubiquinone Fe-S protein 4, mitochondrial;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR007266 Endoplasmic reticulum oxidoreductin 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR008141 Alanine dehydrogenase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR008335 Eukaryotic molybdopterin oxidoreductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR008335 Eukaryotic molybdopterin oxidoreductase;IPR012137 Nitrate reductase NADH dependent;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010061 Methylmalonate-semialdehyde dehydrogenase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010096 NAD(P)H-quinone oxidoreductase, subunit N/subunit 2;",15
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010102 Succinate semialdehyde dehydrogenase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010187 Selenoprotein B, glycine/betaine/sarcosine/D-proline reductase family;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010204 Na(+)-translocating NADH-quinone reductase subunit C;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010218 NADH dehydrogenase, subunit C;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010386 tRNA-hydroxylase MiaE;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010971 Ubiquinone biosynthesis hydroxylase UbiH/COQ6;IPR011295 2-polyprenyl-6-methoxyphenol 4-hydroxylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR011241 Bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR011603 2-oxoglutarate dehydrogenase E1 component;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR011984 3,4-dihydroxyphenylacetate 2,3-dioxygenase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR011985 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012080 Aspartate-semialdehyde dehydrogenase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012081 Alkyl hydroperoxide reductase subunit F;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012131 Histidinol dehydrogenase;IPR022695 Histidinol dehydrogenase, monofunctional;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012132 Glucose-methanol-choline oxidoreductase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012135 Dihydroorotate dehydrogenase, class 1/ 2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012136 NADP transhydrogenase, beta subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012171 Fatty acid desaturase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012864 Cysteine oxygenase/2-aminoethanethiol dioxygenase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR014006 Succinate dehydrogenase/fumarate reductase, flavoprotein subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR015659 Proline oxidase family;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR015701 Ferredoxin--NADP reductase;IPR035442 Ferredoxin--NADP reductase, plant and Cyanobacteria type;",1
